O-D,Player,Player_ID,Team,Injury Description,Body Part,Body Zone,Severity,Incident Date,Year,Games Missed,Games On Injury Report,Surgery,Recovery Timetable,Injured Reserve
O,Liam Eichenberg,LE-4267,Miami Dolphins,MCL sprain,knee,lower body,High Severity,Week 8,2022,7,7,,,IR
O,Liam Eichenberg,LE-4267,Miami Dolphins,hand injury,hand,upper body,Low Severity,Week 18,2022,1,1,,,
D,Leonard Floyd,LF-0450,Los Angeles Rams,knee sprain,knee,lower body,Low Severity,Week 1,2022,,1,,,
D,Leki Fotu,LF-0625,Arizona Cardinals,shoulder strain,shoulder,upper body,Low Severity,Week 17,2022,,1,,,
O,Leonard Fournette,LF-0650,Tampa Bay Buccaneers,hamstring strain,hamstring,lower body,Low Severity,Week 1,2022,,2,,,
O,Leonard Fournette,LF-0650,Tampa Bay Buccaneers,hip pointer,hip,lower body,Low Severity,Week 10,2022,1,2,,,
O,Leonard Fournette,LF-0650,Tampa Bay Buccaneers,LisFranc injury,foot,lower body,Medium Severity,Week 13,2022,,1,,,
O,Luke Fortner,LF-8233,Jacksonville Jaguars,back strain,back,upper body,Low Severity,Postseason,2022,,1,,,
O,Lamont Gaillard,LG-0050,,calf strain,calf,lower body,Low Severity,Preseason,2022,,,,,
D,Lawrence Guy,LG-1000,New England Patriots,shoulder strain,shoulder,upper body,Medium Severity,Week 3,2022,3,5,,,
O,Luke Goedeke,LG-3483,Tampa Bay Buccaneers,foot sprain,foot,lower body,Medium Severity,Week 7,2022,4,5,,,
O,Lamar Jackson,LJ-0150,Baltimore Ravens,PCL sprain,knee,lower body,Medium Severity,Week 13,2022,6,6,,,
O,Lane Johnson,LJ-0850,Philadelphia Eagles,adductor tear,abductor,upper body,Low Severity,Week 16,2022,2,2,,,
D,Lonnie Johnson,LJ-1187,Tennesse Titans,groin strain,groin,lower body,Low Severity,Preseason,2022,1,1,,,
D,Lamarcus Joyner,LJ-1800,New York Jets,hip strain,hip,lower body,Medium Severity,Week 14,2022,3,3,,,IR
O,Lance McCutcheon,LM-0110,Los Angeles Rams,shoulder strain,shoulder,upper body,Low Severity,Week 12,2022,1,2,,,
D,Luke Masterson,LM-1113,Las Vegas Raiders,rib strain,rib,upper body,Low Severity,Week 10,2022,,2,,,
O,Latavius Murray,LM-1850,Denver Broncos,foot sprain,foot,lower body,Low Severity,Week 15,2022,,1,,,
D,Larry Ogunjobi,LO-0050,Pittsburgh Steelers,knee sprain,knee,lower body,Low Severity,Week 7,2022,,1,,,
O,Leon O'Neal,LO-2417,,undisclosed injury,leg,lower body,High Severity,Preseason,2022,17,17,,,IR
D,Levi Onwuzurike,LO-8853,Detroit Lions,back strain,back,upper body,High Severity,Preseason,2022,17,17,back repair surgery,4-6 months,IR
O,Lucas Patrick,LP-0150,Chicago Bears,fractured thumb,thumb,upper body,Medium Severity,Preseason,2022,,,thumb repair surgery,4-6 weeks,
O,Lucas Patrick,LP-0150,Chicago Bears,toe sprain,toe,lower body,Medium Severity,Week 7,2022,4,4,,,IR
O,Liam Ryan,LR-0112,,undisclosed injury,leg,lower body,Low Severity,Preseason,2022,,,,,
D,Logan Ryan,LR-0600,Tampa Bay Buccaneers,foot fracture,foot,lower body,High Severity,Week 4,2022,7,7,foot repair surgery,,IR
D,Logan Ryan,LR-0600,Tampa Bay Buccaneers,knee sprain,knee,lower body,Low Severity,Week 17,2022,1,2,,,
O,Laviska Shenault,LS-0650,Carolina Panthers,hamstring strain,hamstring,lower body,Low Severity,Week 3,2022,2,4,,,
O,Laviska Shenault,LS-0650,Carolina Panthers,shoulder strain,shoulder,upper body,Low Severity,Week 14,2022,,1,,,
D,L'Jarius Sneed,LS-1562,Kansas City Chiefs,hip strain,hip,lower body,Low Severity,Week 17,2022,,1,,,
O,Logan Thomas,LT-0275,Washington Commanders,ACL surgery rehabilitation,knee,lower body,Low Severity,Preseason,2022,,1,,,
O,Logan Thomas,LT-0275,Washington Commanders,calf strain,calf,lower body,Medium Severity,Week 4,2022,3,4,,,
O,Logan Thomas,LT-0275,Washington Commanders,rib strain,rib,upper body,Low Severity,Week 11,2022,,1,,,
D,Leighton Vander Esch,LV-0050,Dallas Cowboys,right shoulder stinger,neck,upper body,Medium Severity,Week 15,2022,3,3,,,
D,Levi Wallace,LW-0150,Pittsburgh Steelers,undisclosed injury,leg,lower body,Low Severity,Preseason,2022,,,,,
D,Levi Wallace,LW-0150,Pittsburgh Steelers,concussion,head,upper body,Low Severity,Week 5,2022,1,1,,,
D,Levi Wallace,LW-0150,Pittsburgh Steelers,shoulder strain,head,upper body,Low Severity,Week 7,2022,,1,,,
D,Leonard Williams,LW-1350,New York GIants,MCL sprain,knee,lower body,Medium Severity,Week 2,2022,3,5,,,
D,Leonard Williams,LW-1350,New York GIants,elbow strain,elbow,upper body,Low Severity,Week 7,2022,,1,,,
D,Leonard Williams,LW-1350,New York GIants,neck strain,neck,upper body,Low Severity,Week 13,2022,1,2,,,
D,Leonard Williams,LW-1350,New York GIants,neck strain,neck,upper body,Low Severity,Week 17,2022,1,1,,,
D,Logan Wilson,LW-1475,Cincinnati Bengals,shoulder strain,shoulder,upper body,Low Severity,Week 6,2022,1,1,,,
O,Landon Young,LY-9811,New Orleans Saints,hip strain,hip,lower body,Low Severity,Preseason,2022,,1,,,
D,Matthew Adams,MA-0075,Chicago Bears,hamstring strain,hamstring,lower body,Low Severity,Week 2,2022,2,2,,,
D,Matthew Adams,MA-0075,Chicago Bears,calf strain,calf,lower body,Low Severity,Week 5,2022,5,5,,,
D,Mario Addison,MA-0300,Houston Texans,thigh strain,quad,lower body,Medium Severity,Preseason,2022,4,4,,,IR
O,Mo Alie-Cox,MA-0487,Indianapolis Colts,ankle sprain,ankle,lower body,Low Severity,Week 9,2022,,1,,,
D,Marcus Allen,MA-0493,Pittsburgh Steelers,biceps strain,biceps,upper body,Medium Severity,Week 16,2022,2,2,biceps repair surgery,4-6 months,IR
O,Mark Andrews,MA-1050,Baltimore Ravens,knee sprain,knee,lower body,Low Severity,Week 6,2022,,1,,,
O,Mark Andrews,MA-1050,Baltimore Ravens,shoulder strain,shoulder,upper body,Low Severity,Week 8,2022,1,3,,,
D,Markus Bailey,MB-0030,Cincinnati Bengals,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,,,,,
O,Mekhi Becton,MB-1187,New York Jets,knee sprain,knee,lower body,Low Severity,Preseason,2022,,,,,
O,Mekhi Becton,MB-1187,New York Jets,avulsion fracture in right kneecap,knee,lower body,High Severity,Preseason,2022,,,,,
O,MIke Boone,MB-2950,Denver Broncos,high-ankle sprain,ankle,lower body,Medium Severity,Week 7,2022,4,4,,,IR
O,MIke Boone,MB-2950,Denver Broncos,high-ankle sprain,ankle,lower body,Medium Severity,Week 14,2022,4,4,,,IR
O,Miles Boykin,MB-3325,Pittsburgh Steelers,oblique strain,oblique,upper body,Low Severity,Week 11,2022,1,1,,,
D,Michael Brockers,MB-3650,Detroit Lions,ankle sprain,ankle,lower body,Low Severity,Week 17,2022,1,1,,,
O,Malcolm Brown,MB-3862,Los Angeles Rams,hamstring strain,hamstring,lower body,Low Severity,Week 9,2022,1,1,,,
O,Marquise Brown,MB-4075,Arizona Cardinals,foot sprain,foot,lower body,Low Severity,Week 3,2022,,1,,,
O,Marquise Brown,MB-4075,Arizona Cardinals,foot fracture,foot,lower body,Medium Severity,Week 6,2022,5,5,,6 weeks,IR
O,Marquise Brown,MB-4075,Arizona Cardinals,groin strain,groin,lower body,Low Severity,Week 15,2022,,1,,6 weeks,IR
D,Malcolm Butler,MB-5250,,undisclosed injury,leg,lower body,High Severity,Preseason,2022,17,17,,,IR
O,Matt Bushman,MB-9947,Kansas City Chiefs,clavicle fracture,clavicle,upper body,Medium Severity,Preseason,2022,,,,,
O,Marcus Cannon,MC-0400,New England Patriots,concussion,head,upper body,Medium Severity,Week 8,2022,4,4,,,IR
D,Maliek Collins,MC-2150,Houston Texans,knee sprain,knee,lower body,Low Severity,Week 2,2022,,1,,,
D,Maliek Collins,MC-2150,Houston Texans,chest sprain,chest,upper body,Low Severity,Week 7,2022,2,3,,,
D,Marquise Copeland,MC-2618,Los Angeles Rams,ankle sprain,ankle,lower body,Low Severity,Week 15,2022,1,1,,,
O,Matt Corral,MC-8197,Carolina Panthers,LisFranc injury,foot,lower body,High Severity,Preseason,2022,17,17,LisFranc Ligament Repair,4-6 months,IR
O,Michael Carter,MC-9934,New York Jets,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,,,,
O,Michael Carter,MC-9934,New York Jets,low-ankle sprain,ankle,lower body,Low Severity,Week 12,2022,1,2,,,
D,Mike Danna,MD-0080,Kansas City Chiefs,calf strain,calf,lower body,Medium Severity,Week 2,2022,4,4,,,
D,Marcus Davenport,MD-0131,New Orleans Saints,broken finger plate,finger,upper body,Medium Severity,Preseason,2022,,,pinky amputated,,
D,Marcus Davenport,MD-0131,New Orleans Saints,shoulder repair surgery,shoulder,upper body,Medium Severity,Preseason,2022,,,,,
D,Marcus Davenport,MD-0131,New Orleans Saints,calf strain,calf,lower body,Low Severity,Week 9,2022,2,3,,,
D,Marlon Davidson,MD-0134,,knee strain,knee,lower body,Medium Severity,Preseason,2022,4,4,knee scope,,IR
D,Michael Davis,MD-0137,Los Angeles Chargers,knee sprain,knee,lower body,Low Severity,Week 11,2022,,1,,,
O,Michael Dunn,MD-1025,Cleveland Browns,back strain,back,upper body,Low Severity,Week 8,2022,5,5,,,IR
D,Mike Edwards,ME-0412,Tampa Bay Buccaneers,elbow strain,elbow,upper body,Low Severity,Week 5,2022,1,2,,,
D,Mike Edwards,ME-0412,Tampa Bay Buccaneers,hamstring strain,hamstring,lower body,Low Severity,Week 12,2022,2,5,,,
D,Mike Edwards,ME-0412,Tampa Bay Buccaneers,hip strain,hip,lower body,Low Severity,Week 17,2022,1,2,,,
O,Mike Evans,ME-0600,Tampa Bay Buccaneers,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,,,,,
O,Mike Evans,ME-0600,Tampa Bay Buccaneers,calf strain,calf,lower body,Low Severity,Week 1,2022,,1,,,
D,Milo Eifler,ME-9758,Washington Commanders,hamstring strain,hamstring,lower body,Medium Severity,Week 4,2022,4,4,,,IR
O,Matt Farniok,MF-0114,Dallas Cowboys,hamstring tendon tear,hamstring,lower body,High Severity,Week 7,2022,10,10,,,IR
D,Minkah Fitzpatrick,MF-0550,Pittsburgh Steelers,knee sprain,knee,lower body,Low Severity,Week 5,2022,1,1,,,
D,Minkah Fitzpatrick,MF-0550,Pittsburgh Steelers,ankle sprain,ankle,lower body,Low Severity,Week 17,2022,,1,,,
O,Michael Gallup,MG-0175,Dallas Cowboys,ACL surgery rehabilitation,knee,lower body,Medium Severity,Preseason,2022,3,3,,,
O,Max Garcia,MG-0250,Arizona Cardinals,toe sprain,toe,lower body,Low Severity,Week 4,2022,1,2,,,
O,Max Garcia,MG-0250,Arizona Cardinals,shoulder strain,shoulder,upper body,Medium Severity,Week 7,2022,4,4,,,
O,Max Garcia,MG-0250,Arizona Cardinals,shoulder strain,shoulder,upper body,Low Severity,Week 15,2022,,1,,,
O,Myles Gaskin,MG-0293,Miami Dolphins,shoulder strain,shoulder,upper body,Low Severity,Week 12,2022,1,1,,,
O,Mark Glowinski,MG-0875,New York Giants,back strain,back,upper body,Low Severity,Week 12,2022,,1,,,
D,Markus Golden,MG-0925,Arizona Cardinals,toe sprain,toe,lower body,Low Severity,Preseason,2022,,,,,
O,Marquise Goodwin,MG-1050,Seattle Seahawks,knee sprain,knee,lower body,Low Severity,Week 4,2022,1,2,,,
O,Marquise Goodwin,MG-1050,Seattle Seahawks,back strain,back,upper body,Low Severity,Week 4,2022,,,,,
O,Marquise Goodwin,MG-1050,Seattle Seahawks,groin strain,groin,lower body,Low Severity,Week 8,2022,1,3,,,
O,Marquise Goodwin,MG-1050,Seattle Seahawks,shoulder & wrist strain,wrist,upper body,Medium Severity,Week 15,2022,2,3,,,IR
O,Melvin Gordon,MG-1150,Kansas City Chiefs,foot contusion,foot,lower body,Low Severity,Preseason,2022,,,,,
O,Melvin Gordon,MG-1150,Kansas City Chiefs,neck strain,neck,upper body,Low Severity,Week 5,2022,,1,,,
O,Melvin Gordon,MG-1150,Kansas City Chiefs,rib strain,rib,upper body,Low Severity,Week 5,2022,,,,,
D,Michael Griffin,MG-1800,,undisclosed injury,leg,lower body,High Severity,Preseason,2022,17,17,,,IR
O,Mecole Hardman,MH-0875,Kansas City Chiefs,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,,,,,
O,Mecole Hardman,MH-0875,Kansas City Chiefs,groin strain,groin,lower body,Low Severity,Preseason,2022,,,,,
O,Mecole Hardman,MH-0875,Kansas City Chiefs,abdomen strain,abdomen,upper body,High Severity,Week 9,2022,7,7,,,IR
O,Mecole Hardman,MH-0875,Kansas City Chiefs,pelvis strain,hip,lower body,Low Severity,Week 17,2022,2,2,,,
D,Marcell Harris,MH-0900,New York Jets,neck strain,neck,upper body,Low Severity,Week 4,2022,,1,,,
D,Malik Harrison,MH-1080,Baltimore Ravens,foot sprain,foot,lower body,Low Severity,Week 8,2022,,1,,,
D,Myles Hartsfield,MH-1425,Carolina Panthers,ankle sprain,ankle,lower body,Low Severity,Week 10,2022,2,2,,,
D,Marquis Haynes,MH-2050,Carolina Panthers,knee strain,knee,lower body,Low Severity,Week 3,2022,,2,,,
D,Marquis Haynes,MH-2050,Carolina Panthers,ankle sprain,ankle,lower body,Low Severity,Week 16,2022,,1,,,
O,Matt Hennessy,MH-2306,Atlanta Falcons,knee sprain,knee,lower body,Low Severity,Week 9,2022,4,4,,,IR
D,Mike Hilton,MH-2975,Cincinnati Bengals,finger sprain,finger,upper body,Low Severity,Week 8,2022,1,1,,,
D,Mike Hilton,MH-2975,Cincinnati Bengals,knee sprain,knee,lower body,Low Severity,Week 14,2022,1,1,,,
O,Mack Hollins,MH-3050,Las Vegas Raiders,heel strain,heel,lower body,Low Severity,Week 5,2022,,2,,,
D,Malik Hooker,MH-3250,Dallas Cowboys,hamstring strain,hamstring,lower body,Low Severity,Week 7,2022,1,1,,,
D,Mike Hughes,MH-3715,Detroit Lions,knee sprain,knee,lower body,Low Severity,Week 7,2022,1,1,,,
D,Marlon Humphrey,MH-3742,Baltimore Ravens,groin strain,groin,lower body,Low Severity,Week 1,2022,,2,,,
D,Marlon Humphrey,MH-3742,Baltimore Ravens,ankle sprain,ankle,lower body,Low Severity,Week 12,2022,,1,,,
D,Maurice Hurst,MH-3793,San Francisco 49ers,biceps tear,biceps,upper body,High Severity,Preseason,2022,17,17,biceps repair surgery,4-6 months,
D,Micah Hyde,MH-4000,Buffalo Bills,neck strain,neck,upper body,Medium Severity,Week 2,2022,4,4,,,IR
O,Mark Ingram,MI-0100,New Orleans Saints,ankle sprain,ankle,lower body,Low Severity,Week 1,2022,,1,,,
O,Mark Ingram,MI-0100,New Orleans Saints,grade 2 MCL sprain,knee,lower body,Medium Severity,Week 8,2022,3,4,,,
O,Mark Ingram,MI-0100,New Orleans Saints,partial MCL tear,knee,lower body,Medium Severity,Week 13,2022,,,,,
D,Matt Ioannidis,MI-0175,Carolina Panthers,concussion,head,upper body,Low Severity,Week 6,2022,1,1,,,
D,Matt Ioannidis,MI-0175,Carolina Panthers,back strain,back,upper body,Low Severity,Week 9,2022,,1,,,
D,Matt Ioannidis,MI-0175,Carolina Panthers,calf strain,calf,lower body,Low Severity,Week 10,2022,2,2,,,
D,Matt Ioannidis,MI-0175,Carolina Panthers,back strain,back,upper body,Low Severity,Week 17,2022,1,1,,,
D,Myles Jack,MJ-0015,Pittsburgh Steelers,groin strain,groin,lower body,Low Severity,Week 14,2022,1,4,,,
O,Marcus Johnson,MJ-1450,New York Giants,concussion,head,upper body,Low Severity,Preseason,2022,,,,,
O,Marvin Jones,MJ-2250,Jacksonville jaguars,hamstring strain,hamstring,lower body,Low Severity,Week 5,2022,1,2,,,
D,Marcus Jones,MJ-7432,New England Patriots,ankle sprain,ankle,lower body,Low Severity,Week 11,2022,,1,,,
D,Marcus Jones,MJ-7432,New England Patriots,concussion,head,upper body,Low Severity,Week 16,2022,1,1,,,
O,Mac Jones,MJ-9921,New England Patriots,high-ankle sprain,ankle,lower body,Medium Severity,Week 3,2022,3,5,,,
O,Marcus Kemp,MK-0715,Kansas City Chiefs,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,,,,,
D,Micah Kiser,MK-0875,Las Vegas Raiders,leg injury,leg,lower body,High Severity,Preseason,2022,17,17,,,IR
D,Marshon Lattimore,ML-0375,New Orleans Saints,abdomen strain,abdomen,upper body,High Severity,Week 5,2022,10,11,,,
O,Marcedes Lewis,ML-1500,Green Bay Packers,groin strain,groin,lower body,Low Severity,Week 2,2022,,1,,,
O,Marcus McKethan,MM-0110,New York Giants,ACL tear,knee,lower body,High Severity,Preseason,2022,17,17,ACL reconstruction surgery,4-6 months,IR
O,Marcus Mariota,MM-0912,Atlanta Falcons,knee sprain,knee,lower body,Medium Severity,Week 13,2022,4,4,,,IR
D,Marcus Maye,MM-1725,New Orleans Saints,rib strain,rib,upper body,Medium Severity,Week 2,2022,3,4,,,
D,Marcus Maye,MM-1725,New Orleans Saints,abdomen strain,abdomen,upper body,Low Severity,Week 9,2022,1,1,,,
D,Marcus Maye,MM-1725,New Orleans Saints,shoulder strain,shoulder,upper body,Medium Severity,Week 15,2022,3,3,,,
D,Matt Milano,MM-3168,Buffalo Bills,stinger,neck,upper body,Low Severity,Week 2,2022,,,,,
D,Matt Milano,MM-3168,Buffalo Bills,oblique strain,oblique,upper body,Low Severity,Week 8,2022,1,1,,,
D,Matt Milano,MM-3168,Buffalo Bills,knee sprain,knee,lower body,Low Severity,Week 13,2022,1,1,,,
O,Mitch Morse,MM-5350,Buffalo Bills,elbow strain,elbow,upper body,Low Severity,Week 2,2022,1,2,,,
O,Mitch Morse,MM-5350,Buffalo Bills,elbow strain,elbow,upper body,Low Severity,Week 11,2022,1,1,,,
O,Mitch Morse,MM-5350,Buffalo Bills,concussion,head,upper body,Low Severity,Week 15,2022,1,1,,,
O,Morgan Moses,MM-5450,Baltimore Ravens,heel strain,heel,lower body,Low Severity,Week 6,2022,,1,,,
O,Morgan Moses,MM-5450,Baltimore Ravens,knee sprain,knee,lower body,Low Severity,Week 15,2022,,1,,,
O,Max Mitchell,MM-9368,New York Jets,dislocated knee,knee,lower body,Low Severity,Week 4,2022,1,1,,,
O,Matt Nelson,MN-0114,Detroit Lions,calf strain,calf,lower body,Medium Severity,Week 4,2022,3,3,,,
D,Michael Ojemudia,MO-0237,Denver Broncos,elbow strain,elbow,upper body,Medium Severity,Preseason,2022,5,5,,,IR
O,Mike Onwenu,MO-0337,New England Patriots,ankle sprain,ankle,lower body,Low Severity,Week 6,2022,,2,,,
O,Matt Peart,MP-0825,New York Giants,ACL surgery rehabilitation,knee,lower body,High Severity,Preseason,2022,8,8,,,IR
D,Marcus Peters,MP-0950,Baltimore Ravens,ACL surgery rehabilitation,knee,lower body,Low Severity,Preseason,2022,1,2,,,
D,Marcus Peters,MP-0950,Baltimore Ravens,quad strain,quad,lower body,Low Severity,Week 4,2022,,1,,,
D,Marcus Peters,MP-0950,Baltimore Ravens,quad strain,quad,lower body,Low Severity,Week 6,2022,,2,,,
D,Marcus Peters,MP-0950,Baltimore Ravens,calf strain,calf,lower body,Low Severity,Week 15,2022,2,3,,,
D,Michael Pierce,MP-1225,Baltimore Ravens,biceps rupture,biceps,upper body,High Severity,Week 3,2022,14,14,Biceps repair surgery,4-6 months,IR
O,Michael Pittman,MP-1350,Indianapolis Colts,quad strain,quad,lower body,Low Severity,Week 1,2022,1,1,,,
D,Mike Purcell,MP-2550,Denver Broncos,neck strain,neck,upper body,Low Severity,Week 2,2022,,1,,,
D,MIcah Parsons,MP-9494,Dallas Cowboys,shoulder strain,shoulder,upper body,Low Severity,Week 7,2022,,1,,,
D,Micah Parsons,MP-9494,Dallas Cowboys,knee sprain,knee,lower body,Low Severity,Week 11,2022,,1,,,
D,Micah Parsons,MP-9494,Dallas Cowboys,hand injury,hand,upper body,Low Severity,Week 16,2022,,1,,,
D,Malcolm Rodriguez,MR-0110,Detroit Lions,elbow strain,elbow,upper body,Low Severity,Week 9,2022,1,2,,,
D,Malik Reed,MR-0525,Pittsburgh Steelers,back strain,back,upper body,Low Severity,Week 12,2022,,1,,,
D,Malcolm Roach,MR-1050,New Orleans Saints,undisclosed injury,leg,lower body,Medium Severity,Preseason,2022,4,4,,,IR
D,Malcolm Roach,MR-1050,New Orleans Saints,ankle sprain,ankle,lower body,Low Severity,Week 5,2022,,1,,,
O,Matt Ryan,MR-2500,Indianapolis Colts,grade 2 shoulder separation,shoulder,upper body,Low Severity,Week 7,2022,2,2,,,
D,Monty Rice,MR-9283,Tennessee Titans,achilles injury,achilles,lower body,Medium Severity,Preseason,2022,4,4,,,IR
O,Miles Sanders,MS-0125,Philadelphia Eagles,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,,,,,
O,Michael Schofield,MS-0525,Chicago Bears,knee sprain,knee,lower body,Medium Severity,Week 17,2022,1,1,,,IR
O,Matt Skura,MS-2050,Los Angeles Rams,knee sprain,knee,lower body,Low Severity,Week 11,2022,,1,,,
O,Matthew Stafford,MS-4100,Los Angeles Rams,concussion,head,upper body,Low Severity,Week 9,2022,1,1,,,
O,Matthew Stafford,MS-4100,Los Angeles Rams,spinal cord contusion & concussion,head,upper body,Medium Severity,Week 11,2022,5,5,,,IR
O,Marquez Stevenson,MS-9961,Cleveland Browns,foot sprain,foot,lower body,Medium Severity,Preseason,2022,4,4,foot repair surgery,4-6 weeks,IR
O,Mike Strachan,MS-9963,Indianapolis Colts,concussion,head,upper body,Low Severity,Week 13,2022,2,2,,,
O,Michael Thomas,MT-0875,New Orleans Saints,ankle surgery rehabilitation,ankle,lower body,Medium Severity,Preseason,2022,,,,,
O,Michael Thomas,MT-0875,New Orleans Saints,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,,1,,,
O,Michael Thomas,MT-0875,New Orleans Saints,dislocated toe,toe,lower body,High Severity,Week 3,2022,14,14,toe repair surgery,3-6 months,IR
O,Marquez Valdes-Scantling,MV-0012,Kansas City Chiefs,abdomen strain,abdomen,upper body,Low Severity,Week 3,2022,,1,,,
D,Mykal Walker,MW-0425,Atlanta Falcons,groin strain,groin,lower body,Low Severity,Week 5,2022,1,1,,,
O,Mike White,MW-1456,New York Jets,rib strain,rib,upper body,Medium Severity,Week 14,2022,3,3,,,
O,Mitchell Wilcox,MW-1481,Cincinnati Bengals,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,1,,,
D,Marcus Williams,MW-2250,,wrist dislocation,wrist,upper body,High Severity,Week 5,2022,7,7,,,IR
O,Mike WIlliams,MW-2825,Los Angeles Chargers,high-ankle sprain,ankle,lower body,Low Severity,Week 7,2022,2,2,,,
O,Mike WIlliams,MW-2825,Los Angeles Chargers,high-ankle sprain,ankle,lower body,Low Severity,Week 11,2022,2,2,,,
O,Mike Williams,MW-2825,Los Angeles Chargers,transverse process fracture,back,upper body,Medium Severity,Week 18,2022,1,1,,,
