O-D,Player,Player_ID,Team,Injury Description,Body Part,Body Zone,Severity,Incident Date,Year,Games Missed,Games On Injury Report,Surgery,Recovery Timetable,Injured Reserve
D,James Pierre,JP-2887,Pittsburgh Steelers,hip strain,hip,lower body,Low Severity,Week 6,2022,,1,,,
D,James Pierre,JP-2887,Pittsburgh Steelers,concussion,head,upper body,Low Severity,Week 17,2022,,,,,
D,Jordan Poyer,JP-4150,Buffalo Bills,elbow strain,elbow,upper body,Low Severity,Preseason,2022,,,,,
D,Jordan Poyer,JP-4150,Buffalo Bills,foot sprain,foot,lower body,Low Severity,Week 2,2022,1,2,,,
D,Jordan Poyer,JP-4150,Buffalo Bills,rib strain,rib,upper body,Low Severity,Week 4,2022,1,1,,,
D,Jordan Poyer,JP-4150,Buffalo Bills,elbow strain,elbow,upper body,Low Severity,Week 8,2022,2,3,,,
D,Jordan Poyer,JP-4150,Buffalo Bills,knee sprain,knee,lower body,Low Severity,Week 16,2022,,1,,,
O,James Proche,JP-4177,Baltimore Ravens,soft-tissue injury,leg,lower body,Low Severity,Preseason,2022,,,,,
O,James Proche,JP-4177,Baltimore Ravens,groin strain,groin,lower body,Low Severity,Week 1,2022,2,2,,,
O,Justin Pugh,JP-4350,Arizona Cardinals,neck strain,neck,upper body,Low Severity,Preseason,2022,1,2,,,
O,Justin Pugh,JP-4350,Arizona Cardinals,elbow strain,elbow,upper body,Low Severity,Week 4,2022,,1,,,
O,Justin Pugh,JP-4350,Arizona Cardinals,ACL tear,knee,lower body,High Severity,Week 6,2022,11,11,ACL reconstruction surgery,4-6 months,IR
D,Jason Pinnock,JP-7932,New York Giants,shoulder strain,shoulder,upper body,Low Severity,Week 1,2022,1,1,,,
D,Jason Pinnock,JP-7932,New York Giants,ankle sprain,ankle,lower body,Low Severity,Week 5,2022,2,3,,,
D,Jason Pinnock,JP-7932,New York Giants,jaw injury,jaw,upper body,Low Severity,Week 11,2022,,1,,,
D,Josh Paschal,JP-8591,Detroit Lions,sports hernia,abdomen,upper body,Medium Severity,Preseason,2022,5,5,sports hernia surgery,,
D,Josh Paschal,JP-8591,Detroit Lions,knee sprain,knee,lower body,Low Severity,Week 10,2022,2,2,,,
O,Josh Palmer,JP-9961,Los Angeles Chargers,concussion,head,upper body,Low Severity,Preseason,2022,,,,,
O,Josh Palmer,JP-9961,Los Angeles Chargers,ankle sprain,ankle,lower body,Low Severity,Week 4,2022,,1,,,
O,Josh Palmer,JP-9961,Los Angeles Chargers,concussion,head,upper body,Low Severity,Week 6,2022,1,1,,,
D,Josh Ross,JR-0110,Baltimore Ravens,undisclosed foot injury,foot,lower body,Medium Severity,Week 2,2022,4,4,,,IR
D,Jon Rhattigan,JR-0112,Seattle Seahawks,ACL surgery rehabilitation,knee,lower body,Medium Severity,Preseason,2022,4,4,,,IR
D,Jalen Reeves-Maybin,JR-1450,Houston Texans,back strain,back,upper body,Low Severity,Week 3,2022,,1,,,
D,Jalen Reeves-Maybin,JR-1450,Houston Texans,groin strain,groin,lower body,Low Severity,Week 9,2022,,1,,,
D,John Reid,JR-1525,Atlanta Falcons,groin strain,groin,lower body,Medium Severity,Preseason,2022,4,4,,,IR
D,Janarius Robinson,JR-1875,Philadelphia Eagles,ankle sprain,ankle,lower body,Low Severity,Week 5,2022,,1,,,
D,Janarius Robinson,JR-1875,Philadelphia Eagles,ankle sprain,ankle,lower body,Medium Severity,Week 17,2022,1,1,,,IR
O,Josh Reynolds,JR-1950,Detroit Lions,ankle sprain,ankle,lower body,Low Severity,Week 3,2022,,3,,,
O,Josh Reynolds,JR-1950,Detroit Lions,back strain,back,upper body,Medium Severity,Week 8,2022,3,4,,,
O,Jeremy Ruckert,JR-2445,New York Jets,foot sprain,foot,lower body,Low Severity,Preseason,2022,,,,,
O,James Robinson,JR-2675,New York Jets,knee sprain,knee,lower body,Low Severity,Week 8,2022,,1,,,
O,Jon Runyan,JR-3450,Green Bay Packers,concussion,head,upper body,Low Severity,Week 1,2022,,1,,,
O,Justyn Ross,JR-7354,Kansas City Chiefs,foot injury,foot,lower body,High Severity,Preseason,2022,17,17,foot repair cleanup surgery,6-9 months,IR
D,Jack Sanborn,JS-0110,Chicago Bears,ankle sprain,ankle,lower body,Medium Severity,Week 15,2022,3,3,,,IR
D,Josiah Scott,JS-1425,Philadelphia Eagles,ankle sprain,ankle,lower body,Low Severity,Week 8,2022,1,1,,,
D,Jeffery Simmons,JS-3112,Tennessee Titans,ankle sprain,ankle,lower body,Low Severity,Week 7,2022,1,5,,,
D,Jeffery Simmons,JS-3112,Tennessee Titans,ankle sprain,ankle,lower body,Low Severity,Week 16,2022,1,1,,,
D,Justin Simmons,JS-3150,Denver Broncos,quad strain,quad,lower body,Medium Severity,Week 1,2022,4,4,,,IR
D,Justin Simmons,JS-3150,Denver Broncos,knee sprain,knee,lower body,Low Severity,Week 8,2022,1,1,,,IR
O,Jeff Smith,JS-4212,New York Jets,knee sprain,knee,lower body,Medium Severity,Week 15,2022,3,3,,,IR
O,Jonnu Smith,JS-4550,New England Patriots,low-ankle sprain,ankle,lower body,Low Severity,Week 4,2022,1,2,,,
O,Jonnu Smith,JS-4550,New England Patriots,concussion,head,upper body,Low Severity,Week 16,2022,2,2,,,
O,Juju Smith-Schuster,JS-4750,Kansas City Chiefs,knee soreness,knee,lower body,Low Severity,Preseason,2022,,,,,
O,Juju Smith-Schuster,JS-4750,Kansas City Chiefs,quad strain,quad,lower body,Low Severity,Week 4,2022,,,,,
O,Juju Smith-Schuster,JS-4750,Kansas City Chiefs,hamstring strain,hamstring,lower body,Low Severity,Week 4,2022,,1,,,
O,Juju Smith-Schuster,JS-4750,Kansas City Chiefs,concussion,head,upper body,Low Severity,Week 10,2022,1,1,,,
D,James Smith-Williams,JS-4775,Washington Commanders,abdomen strain,abdomen,upper body,Low Severity,Week 2,2022,1,1,,,
D,James Smith-Williams,JS-4775,Washington Commanders,concussion,head,upper body,Low Severity,Week 16,2022,1,1,,,
D,James Smith-Williams,JS-4775,Washington Commanders,concussion,head,upper body,Low Severity,Week 17,2022,1,1,,,
O,Jeremy Sprinkle,JS-5475,,achilles strain,achilles,lower body,Low Severity,Preseason,2022,,,,,
D,Jayson Stanley,JS-6065,,knee injury,knee,lower body,Low Severity,Preseason,2022,,,,,
D,Justin Strnad,JS-7062,Denver Broncos,knee sprain,knee,lower body,Low Severity,Week 13,2022,,1,,,
D,Elerson Smith,JS-7275,New York Giants,bone spur near achilles tendon,achilles,lower body,Medium Severity,Week 14,2022,4,4,bone spur removal,2-3 months,IR
D,Elerson Smith,JS-7275,New York Giants,lower leg injury,leg,lower body,High Severity,Preseason,2022,7,7,,,IR
D,Josh Sweat,JS-7425,Philadelphia Eagles,neck strain,neck,upper body,Low Severity,Week 17,2022,1,1,,,
D,Josh Thompson,JT-0111,Tennessee Titans,knee sprain,knee,lower body,Medium Severity,Week 9,2022,4,4,,,IR
D,Josh Thompson,JT-0111,Tennessee Titans,concussion,head,upper body,Low Severity,Week 16,2022,1,1,,,
O,Jawaan Taylor,JT-0950,Jacksonville Jaguars,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,,,,,
O,Jawaan Taylor,JT-0950,Jacksonville Jaguars,hamstring strain,hamstring,lower body,Low Severity,Week 15,2022,,1,,,
O,Jonathan Taylor,JT-1025,Indianapolis Colts,rolled ankle,ankle,lower body,Medium Severity,Week 4,2022,3,3,,,
O,Jonathan Taylor,JT-1025,Indianapolis Colts,high-ankle sprain,ankle,lower body,Medium Severity,Week 15,2022,3,3,,,IR
D,Joe Tryon,JT-1263,Tampa Bay Buccaneers,hip strain,hip,lower body,Low Severity,Week 14,2022,,1,,,
D,Jalen Thompson,JT-2250,Arizona Cardinals,toe sprain,toe,lower body,Low Severity,Week 1,2022,,1,,,
D,Jalen Thompson,JT-2250,Arizona Cardinals,toe sprain,toe,lower body,Low Severity,Week 1,2022,,1,,,
D,Juan Thornhill,JT-2650,Kansas City Chiefs,calf strain,calf,lower body,Low Severity,Week 11,2022,1,1,,,
O,Joe Thuney,JT-2825,Kansas City Chiefs,ankle sprain,ankle,lower body,Low Severity,Week 6,2022,,2,,,
O,Joe Thuney,JT-2825,Kansas City Chiefs,ankle sprain,ankle,lower body,Low Severity,Week 12,2022,1,2,,,
O,Joe Thuney,JT-2825,Kansas City Chiefs,ankle sprain,ankle,lower body,Low Severity,Week 17,2022,,1,,,
D,Jerry Tillery,JT-2843,Las Vegas Raiders,back strain,back,upper body,Low Severity,Week 7,2022,2,2,,,
D,Jacob Tuioti-Mariner,JT-4175,,knee sprain,knee,lower body,High Severity,Preseason,2022,17,17,,,IR
D,Josh Tupou,JT-4325,Cincinnati Bengals,shin injury,shin,lower body,Low Severity,Week 1,2022,,1,,,
D,Josh Tupou,JT-4325,Cincinnati Bengals,calf strain,calf,lower body,Medium Severity,Week 6,2022,5,5,,,
D,Josh Uche,JU-0025,New England Patriots,hamstring strain,hamstring,lower body,Medium Severity,Week 5,2022,3,6,,,
D,Jason Verrett,JV-0425,San Francisco 49ers,ACL surgery rehabilitation,knee,lower body,Low Severity,Preseason,2022,,,,,
D,Jason Verrett,JV-0425,San Francisco 49ers,knee sprain,knee,lower body,Low Severity,Week 7,2022,,1,,,
D,Jason Verrett,JV-0425,San Francisco 49ers,achilles tendon rupture,achilles,lower body,High Severity,Week 9,2022,8,8,Achilles tendon repair surgery,6-9 months,IR
O,Jelani Woods,JW-0110,Indianapolis Colts,shoulder strain,shoulder,upper body,Low Severity,Week 9,2022,2,3,,,
O,Jaylen Warren,JW-0111,Pittsburgh Steelers,hamstring strain,hamstring,lower body,Low Severity,Week 11,2022,1,2,,,
O,Jameson WIlliams,JW-0347,Detroit Lions,ACL surgery rehabilitation,knee,lower body,Medium Severity,Preseason,2022,,,,,
D,Jimmie Ward,JW-0750,San Francisco 49ers,hamstring strain,hamstring,lower body,Medium Severity,Preseason,2022,,,,,IR
D,Jimmie Ward,JW-0750,San Francisco 49ers,hand fracture,hand,upper body,Low Severity,Week 5,2022,1,1,hand repair surgery,1-2 weeks,
O,Jonathan Ward,JW-0775,Tennessee Titans,AC-joint sprain,shoulder,upper body,Low Severity,Preseason,2022,,,,,
O,Jonathan Ward,JW-0775,Tennessee Titans,hamstring strain,hamstring,lower body,Medium Severity,Week 5,2022,4,4,,,IR
O,James Washington,JW-0934,,sore foot tendon,foot,lower body,Low Severity,Preseason,2022,,,,,
O,James Washington,JW-0934,,metatarsal fracture,foot,lower body,High Severity,Preseason,2022,13,13,,6-10 weeks,
D,J.J. Watt,JW-1100,Arizona Cardinals,calf strain,calf,lower body,Low Severity,Preseason,2022,1,3,,,
O,Josh Wells,JW-1950,Tampa Bay Buccaneers,calf strain,calf,lower body,Medium Severity,Week 2,2022,4,4,,,IR
O,Josh Wells,JW-1950,Tampa Bay Buccaneers,back strain,back,upper body,Low Severity,Week 15,2022,,1,,,
O,Josh Wells,JW-1950,Tampa Bay Buccaneers,left patellar tendon tear,knee,lower body,High Severity,Week 16,2022,2,2,,,IR
O,James White,JW-2550,,hip surgery rehabilitation,hip,lower body,High Severity,Preseason,2022,,,,,
D,Jordan Whitehead,JW-2687,New York Jets,ankle sprain,ankle,lower body,Low Severity,Week 1,2022,,1,,,
D,Jordan Whitehead,JW-2687,New York Jets,calf strain,calf,lower body,Low Severity,Week 2,2022,,1,,,
D,Jordan Whitehead,JW-2687,New York Jets,hamstring strain,hamstring,lower body,Low Severity,Week 17,2022,,1,,,
D,Joejuan Williams,JW-4615,New England Patriots,shoulder strain,shoulder,upper body,High Severity,Preseason,2022,17,17,,,IR
O,Jonah WIlliams,JW-4618,Cincinnati Bengals,knee sprain,knee,lower body,Low Severity,Week 5,2022,,1,,,
O,Jonah Williams,JW-4618,Cincinnati Bengals,dislocated kneecap,knee,lower body,Medium Severity,Postseason,2022,1,1,,,
O,Jonathan Williams,JW-4625,Washington Commanders,knee sprain,knee,lower body,Medium Severity,Week 5,2022,4,5,,,
D,Jordan Willis,JW-4912,San Francisco 49ers,undisclosed injury,leg,lower body,Medium Severity,Week 1,2022,4,4,,,IR
O,Jeff Wilson,JW-4975,Miami Dolphins,hip strain,hip,lower body,Low Severity,Week 14,2022,1,2,,,
O,Jameis Winston,JW-5650,New Orleans Saints,rolled ankle,ankle,lower body,Low Severity,Preseason,2022,,,,,
O,Jameis Winston,JW-5650,New Orleans Saints,foot sprain,foot,lower body,Low Severity,Preseason,2022,,,,,
O,Jameis Winston,JW-5650,New Orleans Saints,multiple small fractures,back,upper body,Low Severity,Week 1,2022,2,5,,,
O,John Wolford,JW-6150,Los Angeles Rams,thumb injury,thumb,upper body,Low Severity,Preseason,2022,,,,,
O,John Wolford,JW-6150,Los Angeles Rams,neck strain,neck,upper body,Low Severity,Week 5,2022,,1,,,
O,John Wolford,JW-6150,Los Angeles Rams,neck strain,neck,upper body,Low Severity,Week 10,2022,2,2,,,
O,John Wolford,JW-6150,Los Angeles Rams,neck strain,neck,upper body,Medium Severity,Week 13,2022,3,4,,,
D,Josh Woods,JW-6350,Detroit Lions,biceps strain,biceps,upper body,Low Severity,Week 16,2022,,1,,,
O,Javonte Williams,JW-9938,Denver Broncos,"ACL, LCL, and PLC ligament tears",knee,lower body,High Severity,Week 4,2022,13,13,ligament reconstruction surgery,8-10 months,IR
O,Jaylen Waddle,JW-9961,Miami Dolphins,unspecified lower body injury,leg,lower body,Low Severity,Preseason,2022,,,,,
O,Jaylen Waddle,JW-9961,Miami Dolphins,groin strain,groin,lower body,Low Severity,Week 3,2022,,2,,,
O,Jaylen Waddle,JW-9961,Miami Dolphins,shoulder strain,shoulder,upper body,Low Severity,Week 6,2022,,1,,,
D,Justin Zimmer,JZ-0225,Miami Dolphins,back strain,back,upper body,Low Severity,Week 13,2022,,1,,,
D,Justin Zimmer,JZ-0225,Miami Dolphins,undisclosed injury,leg,lower body,Medium Severity,Week 16,2022,2,2,,,IR
O,Keenan Allen,KA-0650,Los Angeles Chargers,hamstring strain,hamstring,lower body,High Severity,Week 1,2022,7,9,,,
O,Kayode Awosika,KA-9303,Detroit Lions,ankle sprain,ankle,lower body,Medium Severity,Week 13,2022,5,5,,,
O,Kenjon Barner,KB-0350,,undisclosed injury,leg,lower body,High Severity,Preseason,2022,17,17,,,IR
D,Krys Barnes,KB-0550,Green Bay Packers,high-ankle sprain,ankle,lower body,High Severity,Week 1,2022,7,7,,,IR
D,Krys Barnes,KB-0550,Green Bay Packers,concussion,head,upper body,Low Severity,Week 9,2022,1,1,,,IR
O,Kelvin Beachum,KB-0750,Arizona Cardinals,knee sprain,knee,lower body,Low Severity,Week 15,2022,,2,,,
O,Kendrick Bourne,KB-1625,New England Patriots,toe sprain,toe,lower body,Low Severity,Week 6,2022,2,2,,,
D,K'Lavon Chaisson,KC-0750,Jacksonville Jaguars,ankle sprain,ankle,lower body,Low Severity,Week 3,2022,1,2,,,
D,K'Lavon Chaisson,KC-0750,Jacksonville Jaguars,meniscus tear,knee,lower body,High Severity,Week 5,2022,7,7,,,IR
O,Keke Coutee,KC-2375,Indianapolis Colts,groin strain,groin,lower body,Low Severity,Preseason,2022,,,,,
O,Keke Coutee,KC-2375,Indianapolis Colts,concussion,head,upper body,Low Severity,Week 6,2022,1,1,,,
D,Keion Crossen,KC-2575,Miami Dolphins,glute strain,glute,lower body,Low Severity,Week 4,2022,,1,,,
D,Keion Crossen,KC-2575,Miami Dolphins,shoulder strain,shoulder,upper body,Low Severity,Week 4,2022,,,,,
D,Keion Crossen,KC-2575,Miami Dolphins,knee sprain,knee,lower body,Low Severity,Week 6,2022,1,1,,,
D,Keion Crossen,KC-2575,Miami Dolphins,shoulder strain,shoulder,upper body,Low Severity,Week 11,2022,,,,,
D,Kamren Curl,KC-2675,Washington Commanders,thumb injury,thumb,upper body,Low Severity,Preseason,2022,2,2,thumb repair surgery,2-4 weeks,
D,Kamren Curl,KC-2675,Washington Commanders,ankle sprain,ankle,lower body,Low Severity,Week 15,2022,3,3,,,
O,Kevin Dotson,KD-1459,Pittsburgh Steelers,abdomen strain,abdomen,upper body,Low Severity,Week 9,2022,,1,,,
D,Kyle Dugger,KD-1525,New England Patriots,knee sprain,knee,lower body,Low Severity,Week 2,2022,1,3,,,
D,Kyle Dugger,KD-1525,New England Patriots,ankle sprain,ankle,lower body,Low Severity,Week 7,2022,1,2,,,
D,Kaiir Elam,KE-2396,Buffalo Bills,ankle sprain,ankle,lower body,Low Severity,Week 9,2022,2,2,,,
D,Kyler Fackrell,KF-0050,,undisclosed injury,leg,lower body,High Severity,Preseason,2022,17,17,,,
D,Kyle Fuller,KF-0600,Seattle Seahawks,ACL tear,knee,lower body,High Severity,Week 1,2022,16,16,ACL reconstruction surgery,4-6 months,IR
D,Kristian Fulton,KF-0700,Tennessee Titans,hamstring strain,hamstring,lower body,Low Severity,Week 1,2022,1,1,,,
D,Kristian Fulton,KF-0700,Tennessee Titans,hamstring strain,hamstring,lower body,Low Severity,Week 9,2022,1,1,,,
D,Kristian Fulton,KF-0700,Tennessee Titans,hamstring strain,hamstring,lower body,Low Severity,Week 11,2022,,1,,,
D,Kristian Fulton,KF-0700,Tennessee Titans,groin strain,groin,lower body,Medium Severity,Week 14,2022,3,4,,,
D,Kevin Givens,KG-0537,San Francisco 49ers,MCL sprain,knee,lower body,Medium Severity,Week 14,2022,4,4,,,
O,Kenny Golladay,KG-0650,New York Giants,knee sprain,knee,lower body,Medium Severity,Week 4,2022,4,5,,,
O,Kenny Golladay,KG-0650,New York Giants,hamstring strain,hamstring,lower body,Low Severity,Week 10,2022,,1,,,
O,Kenyon Green,KG-2354,Houston Texans,shoulder strain,shoulder,upper body,Low Severity,Week 7,2022,,1,,,
O,Kenyon Green,KG-2354,Houston Texans,ankle sprain,ankle,lower body,Low Severity,Week 14,2022,2,2,,,
D,Kyler Gordon,KG-8902,Chicago Bears,concussion,head,upper body,Low Severity,Week 11,2022,2,2,,,
D,Kyler Gordon,KG-8902,Chicago Bears,groin strain,groin,lower body,Low Severity,Week 17,2022,1,1,,,
O,Kylen Granson,KG-9947,Indianapolis Colts,ankle sprain,ankle,lower body,Medium Severity,Week 15,2022,3,3,,,
D,Kemon Hall,KH-0050,Los Angeles Chargers,hamstring strain,hamstring,lower body,Low Severity,Week 15,2022,3,3,,,IR
D,Kurt Hinish,KH-0112,Houston Texans,foot sprain,foot,lower body,Low Severity,Week 2,2022,1,2,,,
D,Kurt Hinish,KH-0112,Houston Texans,shoulder strain,shoulder,upper body,Low Severity,Week 13,2022,1,1,,,
O,K.J. Hamler,KH-0250,Denver Broncos,ACL surgery rehabilitation,knee,lower body,Low Severity,Preseason,2022,1,3,,,
O,K.J. Hamler,KH-0250,Denver Broncos,hamstring strain,hamstring,lower body,High Severity,Week 8,2022,8,8,,,IR
O,Kendall Hinton,KH-1875,Denver Broncos,shoulder strain,shoulder,upper body,Low Severity,Week 10,2022,,1,,,
O,Kendall Hinton,KH-1875,Denver Broncos,hamstring strain,hamstring,lower body,Low Severity,Week 14,2022,3,4,,,
D,Kyle Hamilton,KH-2607,Baltimore Ravens,knee sprain,knee,lower body,Low Severity,Week 11,2022,1,2,,,
D,Kerry Hyder,KH-3100,San Francisco 49ers,ankle sprain,ankle,lower body,Low Severity,Week 14,2022,1,3,,,
O,Khalil Herbert,KH-9934,Chicago Bears,hip strain,hip,lower body,Medium Severity,Week 10,2022,4,4,,,IR
D,Kerby Joseph,KJ-0122,Detroit Lions,concussion,head,upper body,Low Severity,Week 9,2022,,1,,,
D,Karl Joseph,KJ-1150,Pittsburgh Steelers,ankle sprain,ankle,lower body,High Severity,Preseason,2022,17,17,,,IR
O,Kyle Juszczyk,KJ-1400,San Francisco 49ers,finger sprain,finger,upper body,Low Severity,Week 7,2022,1,1,,,
D,Kyron Johnson,KJ-2382,Philadelphia Eagles,concussion,head,upper body,Low Severity,Week 4,2022,,1,,,
D,Kelvin Joseph,KJ-8716,Dallas Cowboys,undisclosed injury,leg,lower body,Low Severity,Preseason,2022,,,,,
D,Kelvin Joseph,KJ-8716,Dallas Cowboys,concussion,head,upper body,Low Severity,Preseason,2022,,,,,
D,Kader Kohou,KK-0113,Miami Dolphins,oblique strain,oblique,upper body,Low Severity,Week 5,2022,2,2,,,
D,Khalid Kareem,KK-0175,Indianapolis Colts,hamstring strain,hamstring,lower body,Medium Severity,Preseason,2022,4,4,,,IR
O,Keith Kirkwood,KK-0825,New Orleans Saints,ankle sprain,ankle,lower body,Low Severity,Week 6,2022,,1,,,
O,Kendall Lamm,KL-0075,Miami Dolphins,ankle sprain,ankle,lower body,Low Severity,Week 17,2022,2,2,,,
O,Kyle Markway,KM-0325,,undisclosed injury,knee,lower body,High Severity,Preseason,2022,17,17,,,IR
O,Kolton Miller,KM-1812,Las Vegas Raiders,shoulder strain,shoulder,upper body,Low Severity,Week 10,2022,1,2,,,
D,Kenny Moore,KM-2650,Indianapolis Colts,hip strain,hip,lower body,Low Severity,Week 1,2022,,1,,,
D,Kenny Moore,KM-2650,Indianapolis Colts,finger sprain,finger,upper body,Low Severity,Week 7,2022,,1,,,
D,Kenny Moore,KM-2650,Indianapolis Colts,ankle sprain,ankle,lower body,High Severity,Week 12,2022,6,6,,,IR
D,Kenneth Murray,KM-3475,Los Angeles Chargers,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,,,,
O,Kyler Murray,KM-3500,Arizona Cardinals,wrist strain,wrist,upper body,Low Severity,Preseason,2022,,,,,
O,Kyler Murray,KM-3500,Arizona Cardinals,hamstring strain,hamstring,lower body,Low Severity,Week 9,2022,2,2,,,
O,Kyler Murray,KM-3500,Arizona Cardinals,ACL and meniscus tear,knee,lower body,High Severity,Week 14,2022,4,4,ACL and meniscus reconstruction surgery,4-6 months,IR
D,Keanu Neal,KN-0125,Tampa Bay Buccaneers,toe sprain,toe,lower body,Low Severity,Week 15,2022,,1,,,
D,Keanu Neal,KN-0125,Tampa Bay Buccaneers,hip strain,hip,lower body,Low Severity,Week 18,2022,1,1,,,
D,Keisean Nixon,KN-0350,Green Bay Packers,groin strain,groin,lower body,Low Severity,Week 16,2022,,1,,,
O,Kene Nwangwu,KN-9986,Minnesota Vikings,lower leg injury,leg,lower body,Low Severity,Preseason,2022,,,,,
O,Kendric Pryor,KP-0110,Jacksonville Jaguars,shoulder strain,shoulder,upper body,Low Severity,Week 18,2022,2,2,,,
O,Kyle Philips,KP-0111,Tennessee Titans,shoulder strain,shoulder,upper body,Low Severity,Week 1,2022,1,3,,,
O,Kyle Philips,KP-0111,Tennessee Titans,hamstring strain,hamstring,lower body,Medium Severity,Week 5,2022,4,4,,,IR
D,Kwity Paye,KP-5146,Indianapolis Colts,knee injury,knee,lower body,Low Severity,Preseason,2022,,,,,
D,Kwity Paye,KP-5146,Indianapolis Colts,high-ankle sprain,ankle,lower body,Medium Severity,Week 5,2022,3,3,,,
D,Kwity Paye,KP-5146,Indianapolis Colts,ankle sprain,ankle,lower body,Low Severity,Week 9,2022,2,2,,,
O,Kenny Pickett,KP-9921,Pittsburgh Steelers,concussion,head,upper body,Low Severity,Week 14,2022,1,1,,,
O,Kyle Pitts,KP-9947,Atlanta Falcons,hamstring strain,hamstring,lower body,Low Severity,Week 4,2022,1,2,,,
O,Kyle Pitts,KP-9947,Atlanta Falcons,Grade 2 MCL sprain,knee,lower body,Medium Severity,Week 11,2022,4,4,MCL repair surgery,,IR
O,Kyle Rudolph,KR-1200,Tampa Bay Buccaneers,knee strain,knee,lower body,Low Severity,Week 18,2022,1,1,,,
D,Kevin Strong,KS-0112,Tennessee Titans,ankle sprain,ankle,lower body,Low Severity,Week 8,2022,1,2,,,
D,Kevon Seymour,KS-0450,Baltimore Ravens,high-ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,,,,
D,Kevon Seymour,KS-0450,Baltimore Ravens,finger injury,finger,upper body,Low Severity,Week 17,2022,,1,,,
D,Kayvon Thibodeaux,KT-5287,New York Giants,MCL sprain,knee,lower body,Low Severity,Preseason,2022,2,3,,,
O,Kadarius Toney,KT-9961,Kansas City Chiefs,hamstring strain,hamstring,lower body,Medium Severity,Week 2,2022,5,5,,,
O,Kadarius Toney,KT-9961,Kansas City Chiefs,hamstring strain,hamstring,lower body,Medium Severity,Week 11,2022,3,4,,,
D,Kendal Vickers,KV-0112,Buffalo Bills,back strain,back,upper body,Low Severity,Week 11,2022,,1,,,
D,Kindle Vildor,KV-0450,Chicago Bears,ankle sprain,ankle,lower body,Low Severity,Week 9,2022,1,2,,,
D,Kindle Vildor,KV-0450,Chicago Bears,ankle sprain,ankle,lower body,Medium Severity,Week 12,2022,5,5,,,IR
D,Kristian Welch,KW-0105,Baltimore Ravens,concussion,head,upper body,Low Severity,Week 13,2022,1,1,,,
D,K'Waun Williams,KW-1550,Denver Broncos,leg injury,leg,lower body,Low Severity,Preseason,2022,,,,,
D,K'Waun Williams,KW-1550,Denver Broncos,wrist strain,wrist,upper body,Low Severity,Week 1,2022,,1,,,
D,K'Waun Williams,KW-1550,Denver Broncos,wrist strain,wrist,upper body,Medium Severity,Week 10,2022,3,3,,,
D,K'Waun Williams,KW-1550,Denver Broncos,knee sprain,knee,lower body,Low Severity,Week 15,2022,,1,,,
O,Kenneth Walker,KW-2389,Seattle Seahawks,hernia,abdomen,upper body,Low Severity,Preseason,2022,1,1,hernia repair surgery,2-4 weeks,
O,Kenneth Walker,KW-2389,Seattle Seahawks,shoulder strain,shoulder,upper body,Low Severity,Week 4,2022,,1,,,
O,Kenneth Walker,KW-2389,Seattle Seahawks,jammed ankle,ankle,lower body,Low Severity,Week 13,2022,1,1,,,
O,Kenneth Walker,KW-2389,Seattle Seahawks,back strain,back,upper body,Low Severity,Week 15,2022,,1,,,
O,Kenneth Walker,KW-2389,Seattle Seahawks,ankle sprain,ankle,lower body,Low Severity,Week 16,2022,,1,,,
O,Kyren Williams,KW-6926,Los Angeles Rams,foot fracture,foot,lower body,Low Severity,Preseason,2022,,,,,
O,Kenny Yeboah,KY-9947,New York Jets,calf strain,calf,lower body,Low Severity,Week 10,2022,2,2,,,
O,Kevin Zeitler,KZ-0050,Baltimore Ravens,knee sprain,knee,lower body,Low Severity,Week 13,2022,1,2,,,
O,Logan Bruss,LB-0110,Los Angeles Rams,ACL& MCL tear,knee,lower body,High Severity,Preseason,2022,17,17,ACL & MCL reconstruction surgery,9-12 months,IR
O,Larry Borom,LB-4962,Chicago Bears,ankle sprain,ankle,lower body,Low Severity,Week 12,2022,2,2,,,
O,Larry Borom,LB-4962,Chicago Bears,knee sprain,knee,lower body,Low Severity,Week 12,2022,,,,,
O,Larry Borom,LB-4962,Chicago Bears,concussion,head,upper body,Low Severity,Week 7,2022,1,1,,,
O,Lester Cotton,LC-0111,Miami Dolphins,calf strain,calf,lower body,Medium Severity,Week 12,2022,4,4,,,IR
D,L.J. Collier,LC-0812,Seattle Seahawks,elbow strain,elbow,upper body,Medium Severity,Preseason,2022,4,4,,,IR
O,La'el Collins,LC-0825,Cincinnati Bengals,back strain,back,upper body,Low Severity,Week 2,2022,,2,,,
O,Lloyd Cushenberry,LC-1100,Denver Broncos,groin strain,groin,lower body,Low Severity,Week 8,2022,4,4,,,IR
D,Lewis Cine,LC-3529,Minnesota Vikings,knee sprain,knee,lower body,Low Severity,Preseason,2022,1,1,,,
D,Lewis Cine,LC-3529,Minnesota Vikings,compound fracture,leg,lower body,High Severity,Week 4,2022,13,13,leg fracture repair surgery,4-6 months,IR
O,Laurent Duvernay-Tardif,LD-1000,New York Jets,knee sprain,knee,lower body,Low Severity,Week 17,2022,,1,,,
O,Landon Dickerson,LD-6134,Philadelphia Eagles,foot sprain,foot,lower body,Low Severity,Week 2,2022,,1,,,
